03/04/2019 19:48:06,loc0,29
03/04/2019 19:53:06,loc0,27
03/04/2019 19:58:06,loc0,28
03/04/2019 20:03:06,loc0,30
03/04/2019 20:08:06,loc0,27
03/04/2019 20:13:06,loc0,27
03/04/2019 20:18:06,loc0,27
03/04/2019 20:23:06,loc0,29
03/04/2019 20:28:06,loc0,32
03/04/2019 20:33:06,loc0,35
03/04/2019 20:38:06,loc0,32
03/04/2019 20:43:06,loc0,28
03/04/2019 20:48:06,loc0,28
03/04/2019 20:53:06,loc0,32
03/04/2019 20:58:06,loc0,34
03/04/2019 21:03:06,loc0,33
03/04/2019 21:08:06,loc0,27
03/04/2019 21:13:06,loc0,28
03/04/2019 21:18:06,loc0,33
03/04/2019 21:23:06,loc0,28
03/04/2019 21:28:06,loc0,29
03/04/2019 21:33:06,loc0,27
03/04/2019 21:38:06,loc0,27
03/04/2019 21:43:06,loc0,30
03/04/2019 21:48:06,loc0,27
03/04/2019 21:53:06,loc0,29
03/04/2019 21:58:06,loc0,33
03/04/2019 22:03:06,loc0,29
03/04/2019 22:08:06,loc0,31
03/04/2019 22:13:06,loc0,29
03/04/2019 22:18:06,loc0,29
03/04/2019 22:23:06,loc0,27
03/04/2019 22:28:06,loc0,28
03/04/2019 22:33:06,loc0,29
03/04/2019 22:38:06,loc0,27
03/04/2019 22:43:06,loc0,31
03/04/2019 22:48:06,loc0,28
03/04/2019 22:53:06,loc0,30
03/04/2019 22:58:06,loc0,27
03/04/2019 23:03:06,loc0,32
03/04/2019 23:08:06,loc0,27
03/04/2019 23:13:06,loc0,27
03/04/2019 23:18:06,loc0,30
03/04/2019 23:23:06,loc0,27
03/04/2019 23:28:06,loc0,34
03/04/2019 23:33:06,loc0,27
03/04/2019 23:38:06,loc0,29
03/04/2019 23:43:06,loc0,27
03/04/2019 23:48:06,loc0,35
03/04/2019 23:53:06,loc0,29
03/04/2019 23:58:06,loc0,30
03/05/2019 00:03:06,loc0,30
03/05/2019 00:08:06,loc0,27
03/05/2019 00:13:06,loc0,33
03/05/2019 00:18:06,loc0,29
03/05/2019 00:23:06,loc0,30
03/05/2019 00:28:06,loc0,27
03/05/2019 00:33:06,loc0,27
