03/05/2019 08:06:14,100,0.57,0.51,47
03/05/2019 08:11:14,100,0.47,0.62,43
03/05/2019 08:16:14,100,0.56,0.57,62
03/05/2019 08:21:14,100,0.57,0.56,50
03/05/2019 08:26:14,100,0.35,0.46,43
03/05/2019 08:31:14,100,0.41,0.58,48
03/05/2019 08:36:14,100,0.57,0.35,58
03/05/2019 08:41:14,100,0.41,0.40,58
03/05/2019 08:46:14,100,0.53,0.35,62
03/05/2019 08:51:14,100,0.51,0.60,45
03/05/2019 08:56:14,100,0.32,0.37,47
03/05/2019 09:01:14,100,0.62,0.59,60
03/05/2019 09:06:14,100,0.66,0.72,57
03/05/2019 09:11:14,100,0.54,0.54,44
03/05/2019 09:16:14,100,0.29,0.40,47
03/05/2019 09:21:14,100,0.43,0.68,66
03/05/2019 09:26:14,100,0.49,0.66,65
03/05/2019 09:31:14,100,0.64,0.55,66
03/05/2019 09:36:14,100,0.42,0.60,42
03/05/2019 09:41:14,100,0.55,0.59,63
03/05/2019 09:46:14,100,0.29,0.60,44
03/05/2019 09:51:14,100,0.61,0.34,70
03/05/2019 09:56:14,100,0.44,0.48,63
03/05/2019 10:01:14,100,0.62,0.49,37
03/05/2019 10:06:14,100,0.58,0.54,55
03/05/2019 10:11:14,100,0.63,0.63,59
03/05/2019 10:16:14,100,0.62,0.69,56
03/05/2019 10:21:14,100,0.40,0.55,52
03/05/2019 10:26:14,100,0.56,0.69,44
03/05/2019 10:31:14,100,0.36,0.35,61
03/05/2019 10:36:14,100,0.62,0.36,50
03/05/2019 10:41:14,100,0.49,0.65,59
03/05/2019 10:46:14,100,0.57,0.46,50
03/05/2019 10:51:14,100,0.55,0.42,60
03/05/2019 10:56:14,100,0.67,0.54,57
03/05/2019 11:01:14,100,0.32,0.56,53
03/05/2019 11:06:14,100,0.32,0.35,71
03/05/2019 11:11:14,100,0.45,0.73,45
03/05/2019 11:16:14,100,0.44,0.47,43
03/05/2019 11:21:14,100,0.32,0.47,48
03/05/2019 11:26:14,100,0.64,0.70,45
03/05/2019 11:31:14,100,0.66,0.60,56
03/05/2019 11:36:14,100,0.39,0.54,70
03/05/2019 11:41:14,100,0.60,0.70,52
03/05/2019 11:46:14,100,0.65,0.68,59
03/05/2019 11:51:14,100,0.52,0.68,41
03/05/2019 11:56:14,100,0.64,0.62,68
03/05/2019 12:01:14,100,0.46,0.34,67
03/05/2019 12:06:14,100,0.40,0.36,53
03/05/2019 12:11:14,100,0.27,0.65,69
03/05/2019 12:16:14,100,0.50,0.50,51
03/05/2019 12:21:14,100,0.65,0.37,65
03/05/2019 12:26:14,100,0.67,0.60,66
03/05/2019 12:31:14,100,0.35,0.42,71
03/05/2019 12:36:14,100,0.63,0.65,45
03/05/2019 12:41:14,100,0.50,0.38,44
03/05/2019 12:46:14,100,0.49,0.56,62
03/05/2019 12:51:14,100,0.58,0.49,42
03/05/2019 12:56:14,100,0.48,0.38,44
03/05/2019 13:01:14,100,0.59,0.47,53
03/05/2019 13:06:14,100,0.45,0.73,68
03/05/2019 13:11:14,100,0.29,0.48,48
03/05/2019 13:16:14,100,0.55,0.69,66
03/05/2019 13:21:14,100,0.40,0.55,43
03/05/2019 13:26:14,100,0.52,0.57,53
03/05/2019 13:31:14,100,0.29,0.36,71
03/05/2019 13:36:14,100,0.29,0.63,67
03/05/2019 13:41:14,100,0.32,0.72,70
03/05/2019 13:46:14,100,0.56,0.42,49
03/05/2019 13:51:14,100,0.41,0.59,67
03/05/2019 13:56:14,100,0.47,0.67,66
03/05/2019 14:01:14,100,0.66,0.69,56
03/05/2019 14:06:14,100,0.33,0.53,44
03/05/2019 14:11:14,100,0.45,0.64,67
03/05/2019 14:16:14,100,0.56,0.35,57
03/05/2019 14:21:14,100,0.43,0.63,55
03/05/2019 14:26:14,100,0.36,0.55,53
03/05/2019 14:31:14,100,0.27,0.55,61
03/05/2019 14:36:14,100,0.60,0.65,59
03/05/2019 14:41:14,100,0.55,0.39,64
03/05/2019 14:46:14,100,0.39,0.43,39
03/05/2019 14:51:14,100,0.60,0.59,57
03/05/2019 14:56:14,100,0.56,0.48,39
03/05/2019 15:01:14,100,0.39,0.52,48
03/05/2019 15:06:14,100,0.55,0.71,66
03/05/2019 15:11:14,100,0.58,0.54,49
03/05/2019 15:16:14,100,0.37,0.53,62
03/05/2019 15:21:14,100,0.65,0.66,43
03/05/2019 15:26:14,100,0.58,0.66,53
03/05/2019 15:31:14,100,0.54,0.43,63
03/05/2019 15:36:14,100,0.59,0.37,70
03/05/2019 15:41:14,100,0.34,0.46,62
03/05/2019 15:46:14,100,0.60,0.56,38
03/05/2019 15:51:14,100,0.63,0.66,44
03/05/2019 15:56:14,100,0.63,0.42,61
03/05/2019 16:01:14,100,0.39,0.34,60
03/05/2019 16:06:14,100,0.60,0.45,62
03/05/2019 16:11:14,100,0.54,0.37,59
03/05/2019 16:16:14,100,0.33,0.49,52
03/05/2019 16:21:14,100,0.29,0.53,43
03/05/2019 16:26:14,100,0.40,0.72,51
03/05/2019 16:31:14,100,0.54,0.68,61
03/05/2019 16:36:14,100,0.49,0.66,71
03/05/2019 16:41:14,100,0.56,0.59,65
03/05/2019 16:46:14,100,0.32,0.58,72
03/05/2019 16:51:14,100,0.66,0.35,64
03/05/2019 16:56:14,100,0.58,0.38,67
03/05/2019 17:01:14,100,0.64,0.37,55
03/05/2019 17:06:14,100,0.35,0.66,44
03/05/2019 17:11:14,100,0.43,0.47,48
03/05/2019 17:16:14,100,0.46,0.69,41
03/05/2019 17:21:14,100,0.40,0.41,43
03/05/2019 17:26:14,100,0.34,0.61,52
03/05/2019 17:31:14,100,0.30,0.67,41
03/05/2019 17:36:14,100,0.45,0.33,38
03/05/2019 17:41:14,100,0.49,0.60,45
03/05/2019 17:46:14,100,0.47,0.39,40
03/05/2019 17:51:14,100,0.40,0.51,53
03/05/2019 17:56:14,100,0.33,0.71,43
03/05/2019 18:01:14,100,0.48,0.39,64
03/05/2019 18:06:14,100,0.38,0.54,44
03/05/2019 18:11:14,100,0.63,0.59,67
03/05/2019 18:16:14,100,0.67,0.59,44
03/05/2019 18:21:14,100,0.64,0.60,67
03/05/2019 18:26:14,100,0.44,0.52,72
03/05/2019 18:31:14,100,0.28,0.72,57
03/05/2019 18:36:14,100,0.31,0.34,70
03/05/2019 18:41:14,100,0.43,0.48,66
03/05/2019 18:46:14,100,0.53,0.52,54
03/05/2019 18:51:14,100,0.67,0.69,39
03/05/2019 18:56:14,100,0.52,0.66,47
03/05/2019 19:01:14,100,0.61,0.45,38
03/05/2019 19:06:14,100,0.41,0.40,59
03/05/2019 19:11:14,100,0.55,0.33,39
03/05/2019 19:16:14,100,0.57,0.45,47
03/05/2019 19:21:14,100,0.53,0.60,57
03/05/2019 19:26:14,100,0.39,0.47,67
03/05/2019 19:31:14,100,0.55,0.40,59
03/05/2019 19:36:14,100,0.47,0.72,42
03/05/2019 19:41:14,100,0.49,0.37,55
03/05/2019 19:46:14,100,0.63,0.38,65
03/05/2019 19:51:14,100,0.60,0.37,39
03/05/2019 19:56:14,100,0.57,0.36,43
03/05/2019 20:01:14,100,0.63,0.52,69
03/05/2019 20:06:14,100,0.37,0.55,55
03/05/2019 20:11:14,100,0.39,0.41,70
03/05/2019 20:16:14,100,0.44,0.56,62
03/05/2019 20:21:14,100,0.32,0.41,66
03/05/2019 20:26:14,100,0.53,0.41,46
03/05/2019 20:31:14,100,0.56,0.70,61
03/05/2019 20:36:14,100,0.35,0.53,59
03/05/2019 20:41:14,100,0.66,0.64,66
03/05/2019 20:46:14,100,0.43,0.67,64
03/05/2019 20:51:14,100,0.49,0.50,38
03/05/2019 20:56:14,100,0.37,0.71,52
03/05/2019 21:01:14,100,0.29,0.50,58
03/05/2019 21:06:14,100,0.54,0.35,62
03/05/2019 21:11:14,100,0.31,0.60,62
03/05/2019 21:16:14,100,0.38,0.34,46
03/05/2019 21:21:14,100,0.57,0.33,43
03/05/2019 21:26:14,100,0.45,0.47,71
03/05/2019 21:31:14,100,0.48,0.44,40
03/05/2019 21:36:14,100,0.42,0.49,61
03/05/2019 21:41:14,100,0.53,0.60,42
03/05/2019 21:46:14,100,0.52,0.49,53
03/05/2019 21:51:14,100,0.40,0.57,40
03/05/2019 21:56:14,100,0.51,0.56,42
03/05/2019 22:01:14,100,0.65,0.44,67
03/05/2019 22:06:14,100,0.63,0.49,43
03/05/2019 22:11:14,100,0.55,0.57,43
03/05/2019 22:16:14,100,0.32,0.42,60
03/05/2019 22:21:14,100,0.43,0.43,40
03/05/2019 22:26:14,100,0.60,0.52,46
03/05/2019 22:31:14,100,0.44,0.39,44
03/05/2019 22:36:14,100,0.43,0.71,59
03/05/2019 22:41:14,100,0.48,0.68,50
03/05/2019 22:46:14,100,0.29,0.61,69
03/05/2019 22:51:14,100,0.50,0.51,43
03/05/2019 22:56:14,100,0.60,0.51,44
03/05/2019 23:01:14,100,0.50,0.36,52
03/05/2019 23:06:14,100,0.55,0.33,66
03/05/2019 23:11:14,100,0.46,0.37,42
03/05/2019 23:16:14,100,0.47,0.37,57
03/05/2019 23:21:14,100,0.35,0.64,38
03/05/2019 23:26:14,100,0.57,0.42,56
03/05/2019 23:31:14,100,0.41,0.54,37
03/05/2019 23:36:14,100,0.42,0.54,68
03/05/2019 23:41:14,100,0.48,0.48,47
03/05/2019 23:46:14,100,0.45,0.66,43
03/05/2019 23:51:14,100,0.46,0.57,56
03/05/2019 23:56:14,100,0.63,0.34,51
03/06/2019 00:01:14,100,0.32,0.59,48
03/06/2019 00:06:14,100,0.29,0.60,63
03/06/2019 00:11:14,100,0.49,0.55,48
03/06/2019 00:16:14,100,0.34,0.57,49
03/06/2019 00:21:14,100,0.43,0.63,53
03/06/2019 00:26:14,100,0.27,0.67,60
03/06/2019 00:31:14,100,0.35,0.56,51
03/06/2019 00:36:14,100,0.59,0.39,62
03/06/2019 00:41:14,100,0.37,0.35,46
03/06/2019 00:46:14,100,0.40,0.43,54
03/06/2019 00:51:14,100,0.49,0.57,56
03/06/2019 00:56:14,100,0.51,0.53,39
03/06/2019 01:01:14,100,0.63,0.58,59
03/06/2019 01:06:14,100,0.54,0.58,68
03/06/2019 01:11:14,100,0.51,0.56,52
03/06/2019 01:16:14,100,0.53,0.66,66
03/06/2019 01:21:14,100,0.51,0.41,70
03/06/2019 01:26:14,100,0.64,0.37,49
03/06/2019 01:31:14,100,0.29,0.50,49
03/06/2019 01:36:14,100,0.29,0.63,44
03/06/2019 01:41:14,100,0.55,0.48,66
03/06/2019 01:46:14,100,0.34,0.55,71
03/06/2019 01:51:14,100,0.54,0.46,50
03/06/2019 01:56:14,100,0.51,0.38,53
03/06/2019 02:01:14,100,0.29,0.63,64
03/06/2019 02:06:14,100,0.50,0.38,44
03/06/2019 02:11:14,100,0.51,0.67,65
03/06/2019 02:16:14,100,0.57,0.48,47
03/06/2019 02:21:14,100,0.54,0.36,62
03/06/2019 02:26:14,100,0.64,0.72,59
03/06/2019 02:31:14,100,0.30,0.50,39
03/06/2019 02:36:14,100,0.41,0.49,50
03/06/2019 02:41:14,100,0.62,0.60,63
03/06/2019 02:46:14,100,0.59,0.65,48
03/06/2019 02:51:14,100,0.50,0.62,61
03/06/2019 02:56:14,100,0.39,0.40,41
03/06/2019 03:01:14,100,0.56,0.38,37
03/06/2019 03:06:14,100,0.52,0.62,54
03/06/2019 03:11:14,100,0.28,0.49,60
03/06/2019 03:16:14,100,0.64,0.45,69
03/06/2019 03:21:14,100,0.41,0.69,43
03/06/2019 03:26:14,100,0.48,0.69,66
03/06/2019 03:31:14,100,0.66,0.37,37
03/06/2019 03:36:14,100,0.41,0.65,47
03/06/2019 03:41:14,100,0.31,0.71,37
03/06/2019 03:46:14,100,0.38,0.52,45
03/06/2019 03:51:14,100,0.36,0.59,47
03/06/2019 03:56:14,100,0.29,0.56,53
03/06/2019 04:01:14,100,0.63,0.59,58
03/06/2019 04:06:14,100,0.28,0.62,54
03/06/2019 04:11:14,100,0.38,0.45,50
03/06/2019 04:16:14,100,0.46,0.72,70
03/06/2019 04:21:14,100,0.64,0.46,56
03/06/2019 04:26:14,100,0.38,0.59,65
03/06/2019 04:31:14,100,0.34,0.42,46
